"STATION","NAME","DATE","ACMC","AWND","PRCP","TAVG","TSUN","WESD","WT01","WT02","WT03","WT04","WT05","WT06","WT07","WT08","WT09","WT10","WT11","WT13","WT14","WT15","WT16","WT17","WT18","WT19","WT21","WT22","WV03","WV20"
"USW00094847","DETROIT METRO AIRPORT, MI US","2012-06-21",,"11.41","0.07",,,,,,"    1",,,,,,,,,,,,"    1",,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","2012-06-22",,"5.59","0.00",,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","2012-06-23",,"3.36","0.00",,,,,,,,,,,"    1",,,,,,,,,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","2012-06-24",,"7.16","0.00",,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","2012-06-25",,"11.18","0.00",,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","2012-06-26",,"5.14","0.00",,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","2012-06-27",,"7.61","0.00",,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","2012-06-28",,"8.95","0.00",,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","2012-06-29",,"6.71","0.00",,,,,,,,,,,"    1",,,,,,,,,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","2012-06-30",,"8.50","0.00",,,,,,,,,,,,,,,,,,"    1",,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","2012-07-01",,"4.70","0.00",,,,,,"    1",,,,,,,,,,,,,,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","2012-07-02",,"3.80","0.00",,,,,,,,,,,"    1",,,,"    1",,,,,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","2012-07-03",,"6.71","0.41",,,,,,"    1",,,,,"    1",,,,,,,"    1",,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","2012-07-04",,"7.83","0.00",,,,,,"    1",,,,,"    1",,,,"    1",,,,,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","2012-07-05",,"5.82","1.76",,,,,,"    1",,,,,,,,"    1",,,,"    1",,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","2012-07-06",,"4.70","0.00",,,,,,,,,,,"    1",,,,"    1",,,,,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","2012-07-07",,"8.28","0.00",,,,,,,,,,,"    1",,,,,,,"    1",,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","2012-07-08",,"7.83","0.00",,,,,,"    1",,,,,,,,,,,,"    1",,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","2012-07-09",,"3.80","0.00",,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","2012-07-10",,"6.71","0.00",,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","2012-07-11",,"5.37","0.00",,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","2012-07-12",,"4.47","0.00",,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","2012-07-13",,"6.71","0.00",,,,,,,,,,,"    1",,,,,,,,,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","2012-07-14",,"4.70","0.00",,,,,,,,,,,"    1",,,,,,,"    1",,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","2012-07-15",,"9.62","0.00",,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","2012-07-16",,"5.82","0.00",,,,,,,,,,,"    1",,,,,,,"    1",,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","2012-07-17",,"10.07","0.00",,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","2012-07-18",,"4.70","0.02",,,,,,,,,,,"    1",,,,,,,"    1",,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","2012-07-19",,"7.38","0.16",,,,,,,,,,,"    1",,,,"    1",,,"    1",,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","2012-07-20",,"9.62","0.00",,,,,,,,,,,,,,,,,,"    1",,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","2012-07-21",,"4.25","0.00",,,,,,,,,,,"    1",,,,,,,,,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","2012-07-22",,"10.29","0.00",,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","2012-07-23",,"13.20","0.00",,,,,,,,,,,,,,,,,,"    1",,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","2012-07-24",,"8.72","0.00",,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","2012-07-25",,"9.17","0.00",,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","2012-07-26",,"8.05","0.11",,,,,,"    1",,,,,,,,,,,,"    1",,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","2012-07-27",,"4.92","1.09",,,,,,"    1",,,,,"    1",,,,,,,"    1",,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","2012-07-28",,"8.72","0.06",,,,"    1",,,,,,,,,,,"    1",,,"    1",,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","2012-07-29",,"2.91","0.00",,,,,,,,,,,"    1",,,,,,,,,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","2012-07-30",,"6.49","0.00",,,,,,,,,,,"    1",,,,,,,,,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","2012-07-31",,"6.49","0.06",,,,,,"    1",,,,,,,,,,,,"    1",,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","2012-08-01",,"5.37","0.00",,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","2012-08-02",,"5.14","0.00",,,,,,,,,,,,,,,,,,"    1",,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","2012-08-03",,"4.25","0.00",,,,,,,,,,,"    1",,,,,,,,,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","2012-08-04",,"8.05","0.05",,,,,,"    1",,,,,"    1",,,,,,,"    1",,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","2012-08-05",,"12.08","0.16",,,,"    1",,,,,,,,,,,"    1",,,"    1",,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","2012-08-06",,"5.14","0.00",,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","2012-08-07",,"7.61","0.00",,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","2012-08-08",,"6.26","0.00",,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","2012-08-09",,"6.71","0.55",,,,,,"    1",,,,,,,,,"    1",,,"    1",,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","2012-08-10",,"8.50","0.22",,,,,,"    1",,,,,,,,,"    1",,,"    1",,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","2012-08-11",,"9.62","0.03",,,,"    1",,,,,,,,,,,"    1",,,"    1",,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","2012-08-12",,"5.82","0.00",,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","2012-08-13",,"2.01","0.02",,,,"    1",,,,,,,,,,,"    1",,,"    1",,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","2012-08-14",,"5.14","0.53",,,,,,,,,,,,,,,"    1",,,"    1",,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","2012-08-15",,"3.36","0.00",,,,,,,,,,,"    1",,,,"    1",,,"    1",,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","2012-08-16",,"11.41","0.04",,,,,,,,,,,"    1",,,,"    1",,,"    1",,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","2012-08-17",,"8.05","0.00",,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","2012-08-18",,"2.91","0.00",,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","2012-08-19",,"1.79","0.00",,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","2012-08-20",,"4.03","0.00",,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","2012-08-21",,"2.91","0.00",,,,,,"    1",,,,,,,,,"    1",,,"    1",,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","2012-08-22",,"4.70","0.00",,,,,,,,,,,"    1",,,,"    1",,,,,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","2012-08-23",,"4.70","0.00",,,,,,,,,,,"    1",,,,,,,,,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","2012-08-24",,"4.03","0.00",,,,,,,,,,,"    1",,,,"    1",,,,,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","2012-08-25",,"4.70","0.00",,,,,,,,,,,"    1",,,,,,,,,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","2012-08-26",,"6.49","0.01",,,,,,,,,,,,,,,,,,"    1",,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","2012-08-27",,"2.91","0.64",,,,,,,,,,,,,,,"    1",,,"    1",,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","2012-08-28",,"7.83","0.00",,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","2012-08-29",,"3.36","0.00",,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","2012-08-30",,"7.61","0.00",,,,,,,,,,,"    1",,,,"    1",,,,,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","2012-08-31",,"10.51","0.00",,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","2012-09-01",,"5.14","0.00",,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","2012-09-02",,"6.71","0.00",,,,,,,,,,,,,,,,,,"    1",,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","2012-09-03",,"5.37","0.00",,,,,,,,,,,"    1",,,,"    1",,,,,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","2012-09-04",,"2.46","0.95",,,,,,"    1",,,,,"    1",,,,,,,"    1",,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","2012-09-05",,"4.92","0.02",,,,"    1","    1",,,,,,,,,,"    1",,,"    1",,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","2012-09-06",,"2.91","0.00",,,,,,,,,,,"    1",,,,"    1",,,,,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","2012-09-07",,"6.71","0.03",,,,,,,,,,,,,,,,,,"    1",,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","2012-09-08",,"10.74","0.44",,,,"    1",,,,,,,,,,,"    1",,,"    1",,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","2012-09-09",,"4.47","0.00",,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","2012-09-10",,"2.01","0.00",,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","2012-09-11",,"8.28","0.00",,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","2012-09-12",,"7.16","0.00",,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","2012-09-13",,"8.95","0.00",,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","2012-09-14",,"7.83","0.44",,,,"    1",,,,,,,,,,,"    1",,,"    1",,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","2012-09-15",,"3.80","0.00",,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","2012-09-16",,"6.49","0.00",,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","2012-09-17",,"6.71","0.13",,,,,,"    1",,,,,,,,,,,,"    1",,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","2012-09-18",,"10.51","0.06",,,,,,,,,,,,,,,"    1",,,"    1",,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","2012-09-19",,"7.61","0.00",,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","2012-09-20",,"10.29","0.21",,,,,,"    1",,,,,,,,,,,,"    1",,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","2012-09-21",,"7.38","0.09",,,,,,,,,,,,,,,,,,"    1",,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","2012-09-22",,"7.83","0.09",,,,"    1",,,,,,,,,,,"    1",,,"    1",,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","2012-09-23",,"8.28","0.00",,,,,,,,,,,,,,,,,,"    1",,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","2012-09-24",,"12.08","0.00",,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","2012-09-25",,"9.17","0.00",,,,"    1",,,,,,,,,,,"    1",,,,,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","2012-09-26",,"5.82","0.01",,,,,,,,,,,"    1",,,,"    1","    1",,"    1",,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","2012-09-27",,"5.37","0.00",,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","2012-09-28",,"2.24","0.00",,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","2012-09-29",,"3.36","0.00",,,,,,,,,,,"    1",,,,"    1",,,,,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","2012-09-30",,"6.71","0.00",,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","2012-10-01",,"2.24","0.00",,,,"    1",,,,,,,,,,,,,,"    1",,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","2012-10-02",,"6.93","0.13",,,,,,,,,,,,,,,,,,"    1",,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","2012-10-03",,"6.71","0.08",,,,,,,,,,,,,,,"    1","    1",,"    1",,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","2012-10-04",,"11.63","0.00",,,,,,,,,,,,,,,,,,"    1",,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","2012-10-05",,"10.51","0.13",,,,,,,,,,,,,,,,,,"    1",,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","2012-10-06",,"9.40","0.00",,,,"    1",,,,,,,,,,,"    1",,,,,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","2012-10-07",,"4.47","0.00",,,,,,,,,,,,,,,,,,"    1",,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","2012-10-08",,"7.38","0.00",,,,"    1",,,,,,,,,,,"    1",,,,,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","2012-10-09",,"11.86","0.00",,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","2012-10-10",,"11.63","0.10",,,,"    1",,,,,,,,,,,"    1",,,"    1",,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","2012-10-11",,"14.09","0.00",,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","2012-10-12",,"5.59","0.00",,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","2012-10-13",,"4.25","0.62",,,,"    1",,,,,,,,,,,"    1",,,"    1",,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","2012-10-14",,"18.79","0.14",,,,,,"    1",,,,,,,,,,,,"    1",,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","2012-10-15",,"14.76","0.00",,,,,,,,,,,,,,,,,,"    1",,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","2012-10-16",,"6.04","0.00",,,,,,,,,,,,,,,,,,"    1",,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","2012-10-17",,"10.51","0.23",,,,,,,,,,,,,,,,,,"    1",,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","2012-10-18",,"13.87","0.17",,,,,,"    1",,,,,,,,,"    1",,,"    1",,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","2012-10-19",,"10.29","0.19",,,,"    1",,,,,,,,,,,,,,"    1",,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","2012-10-20",,"9.84","0.00",,,,"    1",,,,,,,,,,,"    1","    1",,"    1",,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","2012-10-21",,"5.59","0.00",,,,"    1",,,,,,,,,,,"    1",,,,,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","2012-10-22",,"2.24","0.08",,,,,,"    1",,,,,,,,,"    1",,,"    1",,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","2012-10-23",,"6.71","0.20",,,,,,"    1",,,,,,,,,"    1",,,"    1",,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","2012-10-24",,"5.82","0.01",,,,"    1",,,,,,,,,,,"    1",,,"    1",,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","2012-10-25",,"11.18","0.00",,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","2012-10-26",,"11.18","0.03",,,,,,,,,,,,,,,,,,"    1",,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","2012-10-27",,"10.74","0.00",,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","2012-10-28",,"16.11","0.00",,,,,,,,,,,,,,,,,,"    1",,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","2012-10-29",,"20.13","0.00",,,,,,,,,,,,,,,,,,"    1",,"    1",,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","2012-10-30",,"20.58","0.17",,,,,,,"    1",,,,,,,,"    1",,,"    1",,"    1",,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","2012-10-31",,"13.20","0.04",,,,"    1",,,,,,,,,,,"    1","    1",,"    1",,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","2012-11-01",,"12.30","0.00",,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","2012-11-02",,"9.40","0.01",,,,,,,,,,,,,,,,,,"    1",,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","2012-11-03",,"6.49","0.00",,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","2012-11-04",,"4.47","0.00",,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","2012-11-05",,"3.13","0.00",,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","2012-11-06",,"4.03","0.00",,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","2012-11-07",,"6.49","0.00",,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","2012-11-08",,"2.24","0.00",,,,,,,,,,,"    1",,,,"    1",,,,,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","2012-11-09",,"4.47","0.00",,,,,,,,,,,"    1",,,,"    1",,,"    1",,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","2012-11-10",,"6.04","0.00",,,,,,,,,,,"    1",,,,,,,"    1",,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","2012-11-11",,"14.76","0.00",,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","2012-11-12",,"14.99","0.52",,,,"    1",,,,,,,,,,,"    1",,,"    1",,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","2012-11-13",,"6.93","0.00",,,,,,,,,,,,,,,,,,,,"    1",,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","2012-11-14",,"1.57","0.00",,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","2012-11-15",,"2.24","0.00",,,,,,,,,,,,,,,"    1",,,,,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","2012-11-16",,"1.57","0.00",,,,,,,,,,,"    1",,,,"    1",,,,,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","2012-11-17",,"2.01","0.00",,,,,,,,,,,"    1",,,,"    1",,,,,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","2012-11-18",,"2.91","0.00",,,,,"    1",,,,,,"    1",,,,"    1",,,,,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","2012-11-19",,"2.01","0.00",,,,,"    1",,,,,,"    1",,,,"    1",,,,,,,,"    1",,
"USW00094847","DETROIT METRO AIRPORT, MI US","2012-11-20",,"1.12","0.03",,,,,,,,,,,"    1",,,,"    1",,,"    1",,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","2012-11-21",,"3.36","0.00",,,,,,,,,,,"    1",,,,"    1",,,,,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","2012-11-22",,"10.29","0.05",,,,"    1","    1",,,,,,"    1",,,,,,,"    1",,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","2012-11-23",,"18.12","0.10",,,,"    1",,,,,,,,,,,"    1",,,"    1",,"    1",,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","2012-11-24",,"12.30","0.00",,,,,,,,,,,,,,,,,,,,"    1",,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","2012-11-25",,"10.96","0.01",,,,"    1",,,,,,,,,,,"    1",,,,,"    1",,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","2012-11-26",,"5.59","0.00",,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","2012-11-27",,"5.37","0.00",,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","2012-11-28",,"9.40","0.00",,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","2012-11-29",,"8.72","0.00",,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","2012-11-30",,"5.14","0.00",,,,,,,,,,,"    1",,,,,,,,,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","2012-12-01",,"7.61","0.00",,,,,,,,,,,"    1",,,,"    1",,,,,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","2012-12-02",,"10.07","0.14",,,,"    1",,,,,,,,,,,"    1",,,"    1",,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","2012-12-03",,"7.16","0.00",,,,,"    1",,,,,,,,,,"    1",,,"    1",,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","2012-12-04",,"11.86","0.18",,,,"    1",,,,,,,,,,,"    1",,,"    1",,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","2012-12-05",,"7.61","0.00",,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","2012-12-06",,"5.14","0.00",,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","2012-12-07",,"2.91","0.09",,,,"    1",,,,,,,,,,,"    1",,,"    1",,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","2012-12-08",,"6.93","0.20",,,,"    1",,,,,,,,,,,"    1",,,"    1",,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","2012-12-09",,"7.38","0.08",,,,,"    1",,,,,,,,,,"    1",,,"    1",,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","2012-12-10",,"8.05","0.00",,,,,"    1",,,,,,,,,,"    1",,,"    1",,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","2012-12-11",,"8.95","0.00",,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","2012-12-12",,"8.50","0.00",,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","2012-12-13",,"8.28","0.00",,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","2012-12-14",,"4.70","0.00",,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","2012-12-15",,"6.26","0.03",,,,,,,,,,,"    1",,,,"    1",,,"    1",,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","2012-12-16",,"9.84","0.38",,,,"    1",,,,,,,,,,,"    1",,,"    1",,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","2012-12-17",,"6.26","0.00",,,,,,,,,,,,,,,,,,"    1",,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","2012-12-18",,"6.26","0.02",,,,,,,,,,,,,,,,,,"    1",,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","2012-12-19",,"3.36","0.00",,,,,,,,,,,"    1",,,,"    1",,,"    1",,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","2012-12-20",,"13.20","0.83",,,,,,,,,,,"    1",,,,"    1",,,"    1",,"    1",,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","2012-12-21",,"18.12","0.07",,,,,,,,,,,,"    1",,,"    1",,,,,"    1",,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","2012-12-22",,"13.87","0.00",,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","2012-12-23",,"5.82","0.00",,,,,,,,,,,,,,,"    1",,,,,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","2012-12-24",,"6.93","0.06",,,,"    1",,,,,,,,,,,"    1",,,,,"    1",,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","2012-12-25",,"6.71","0.00",,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","2012-12-26",,"14.99","0.41",,,,"    1",,,,,,,,,,,"    1",,,,,"    1",,,"    1",,
"USW00094847","DETROIT METRO AIRPORT, MI US","2012-12-27",,"7.61","0.02",,,,"    1",,,,,,,,,,,"    1",,,,,"    1",,,,,
"USW00094847","DETROIT METRO AIRPORT, MI US","2012-12-28",,"1.79","0.00",,,,,,,,,,,,,,,"    1",,,,,"    1",,,,,
